person,recording_id,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
1,3,0.3298197984695434,0.4759431481361389,,,0.3250786662101745,0.4718457460403442,,,0.3138900399208069,0.4867735207080841,0.3184133470058441,0.5298831462860107,0.3124252557754516,0.5370224118232727,,,0.3110574185848236,0.6059456467628479,,,0.3202048242092132,0.666199803352356,0.313282698392868,0.647063672542572,0.3106012642383575,0.651012659072876,0.3204313814640045,0.7318717241287231,0.3323329091072082,0.7269877195358276,0.288999855518341,0.8045729398727417,0.3284336030483246,0.8193801045417786
1,3,0.3260188996791839,0.4757638573646545,,,0.3207188546657562,0.4715439677238464,,,0.3090459704399109,0.486731469631195,0.3167296350002289,0.533804178237915,0.3075267672538757,0.5402518510818481,,,0.3021411001682281,0.6100124716758728,,,0.309924304485321,0.6731533408164978,0.3172712624073028,0.6590357422828674,0.3126563727855682,0.6630551218986511,0.3169776499271393,0.7343431115150452,0.328505128622055,0.731659471988678,0.2901919484138489,0.8060144186019897,0.3278416395187378,0.8185983300209045
1,3,0.3232766389846802,0.4740804135799408,,,0.3181570172309875,0.4704674482345581,,,0.3069792091846466,0.4864208698272705,0.3134894073009491,0.5296576619148254,0.3056190907955169,0.5358279943466187,,,0.2952884137630462,0.6011613607406616,,,0.2925513684749603,0.6615376472473145,0.3051172196865082,0.6494606733322144,0.3019207715988159,0.6523464918136597,0.3132509589195251,0.7288589477539062,0.3231602609157562,0.7247089743614197,0.2890327572822571,0.806108832359314,0.3196838796138763,0.8178303837776184
1,3,0.3205632269382477,0.4697786867618561,,,0.315512478351593,0.4661707580089569,,,0.3040392100811004,0.4824278652667999,0.3070156276226043,0.5261759757995605,0.3034807443618774,0.5327467322349548,,,0.2910883724689483,0.5956697463989258,,,0.2822805345058441,0.6551835536956787,0.2986659407615661,0.6459545493125916,0.2971159219741821,0.6479508876800537,0.3101342320442199,0.7240604162216187,0.3156720101833343,0.720658540725708,0.2893253266811371,0.8032272458076477,0.3034040033817291,0.8098235130310059
1,3,0.3186078369617462,0.4663511514663696,,,0.3136357069015503,0.4629301428794861,,,0.3013910353183746,0.4793814718723297,0.2985119521617889,0.5201704502105713,0.3008368909358978,0.5297032594680786,,,0.2846246361732483,0.5941758751869202,,,0.2730346620082855,0.6535748243331909,0.2919126749038696,0.63801509141922,0.2916983962059021,0.6418113112449646,0.3107003271579742,0.7105921506881714,0.3116039037704468,0.7155987620353699,0.2929005622863769,0.798355758190155,0.2907052040100097,0.8050330877304077
1,3,0.3126257359981537,0.4605128169059753,,,0.3078325092792511,0.4571162164211273,,,0.297088086605072,0.4736924171447754,0.3000167608261108,0.5179049968719482,0.2937385141849518,0.5244324803352356,,,0.2760137617588043,0.5867608189582825,,,0.2661842107772827,0.6471145749092102,0.293019950389862,0.6406277418136597,0.2880210280418396,0.6434280872344971,0.304737389087677,0.7186576724052429,0.2961596846580505,0.7246941924095154,0.2957114279270172,0.8080940842628479,0.2759197354316711,0.8077651858329773
1,3,0.3109980523586273,0.4644724428653717,,,0.3061303198337555,0.4601016640663147,,,0.2937774360179901,0.4742948710918426,0.2964134812355041,0.515868604183197,0.2904351055622101,0.5254557132720947,,,0.2731841206550598,0.5897306203842163,0.2724843025207519,0.5809898972511292,0.26044562458992,0.64737868309021,0.2918386459350586,0.6420410871505737,0.284983217716217,0.644440770149231,0.3040232062339782,0.7214471101760864,0.2915729582309723,0.7230798006057739,0.2898537516593933,0.8079683184623718,0.2618082165718078,0.7990381717681885
1,3,0.3065823018550873,0.4601153135299682,,,0.3010727763175964,0.4560224711894989,,,0.2890873253345489,0.4714977145195007,0.2984274625778198,0.5166370272636414,0.2842344641685486,0.5232172608375549,,,0.2688767313957214,0.5852141976356506,,,0.2555437088012695,0.6434364914894104,0.2918956577777862,0.6471472978591919,0.2788847386837005,0.6486849188804626,0.3056689202785492,0.7257272005081177,0.2855992913246155,0.7279103994369507,0.2883412539958954,0.8070867657661438,0.2450775355100631,0.7983512878417969
1,3,0.3042211830615997,0.4673716425895691,,,0.2987871170043945,0.4621374607086181,,,0.2850523889064789,0.4742082357406616,0.2954141199588775,0.5204107165336609,0.2798836529254913,0.5246096849441528,,,0.265290766954422,0.5865539312362671,,,0.2530612051486969,0.6453490257263184,0.2902267575263977,0.6479200124740601,0.2758129239082336,0.6499598622322083,0.3047946989536285,0.7234371900558472,0.2779594957828522,0.7296773195266724,0.2901040017604828,0.8056818842887878,0.234886884689331,0.8063479661941528
1,3,0.3026172518730163,0.4722574055194855,,,0.2978171110153198,0.4659600853919983,,,0.2848244607448578,0.4751894474029541,0.2940183877944946,0.5226523280143738,0.2777508795261383,0.5248480439186096,,,0.2615062296390533,0.5887405276298523,,,0.2504390180110931,0.6503922939300537,0.2861837446689605,0.6472986936569214,0.2706173956394195,0.6487551927566528,0.3013846278190613,0.7200489044189453,0.2687167823314667,0.7323085069656372,0.2914123833179474,0.8046146035194397,0.2271948903799057,0.8137954473495483
1,3,0.2996535897254944,0.4736957252025604,,,0.2946371138095855,0.4676335752010345,,,0.281548798084259,0.477547138929367,0.2917143106460571,0.5287947654724121,0.2747775912284851,0.5284343957901001,,,0.2576248049736023,0.5901156663894653,,,0.2492013573646545,0.653734564781189,0.2839468121528625,0.6520028114318848,0.2675751149654388,0.6538702249526978,0.3003881573677063,0.7206795811653137,0.2621073722839355,0.7396473288536072,0.2918035089969635,0.8027455806732178,0.2228933870792389,0.8202180862426758
1,3,0.2977619171142578,0.476766288280487,,,0.2929772734642029,0.4701043367385864,,,0.279356986284256,0.4788880944252014,0.2894564568996429,0.5323351621627808,0.2708902359008789,0.530832827091217,,,0.2551316320896148,0.5955256819725037,,,0.2480290085077285,0.6594370603561401,0.2825334668159485,0.6537656188011169,0.2650173008441925,0.6559441685676575,0.2991336286067962,0.7192320823669434,0.2588739991188049,0.7410603761672974,0.2917188704013824,0.8020442128181458,0.2223499864339828,0.8213682174682617
1,3,0.2963053584098816,0.4771788418292999,,,0.2917248904705047,0.4704844355583191,,,0.2779859900474548,0.4788240790367126,0.2875006794929504,0.5305827260017395,0.2671972215175628,0.5301733016967773,,,0.2518559098243713,0.5982492566108704,,,0.2489210814237594,0.6598073244094849,0.2794079482555389,0.6497765183448792,0.2605534493923187,0.6526941657066345,0.2975345551967621,0.7165983319282532,0.2544045150279999,0.7401077151298523,0.2899266183376312,0.8016884922981262,0.2226171940565109,0.8225529789924622
1,3,0.2954749763011932,0.4761769473552704,,,0.2909966707229614,0.4689878821372986,,,0.27671018242836,0.4759897887706756,0.2853671610355377,0.5278065204620361,0.2645899951457977,0.5272210240364075,,,0.2494296133518219,0.5952326655387878,,,0.2529757618904114,0.6554209589958191,0.2779120206832886,0.6480958461761475,0.2588665783405304,0.6513471007347107,0.2956456243991852,0.7173477411270142,0.2526564002037048,0.7412430047988892,0.2879554629325866,0.8000510931015015,0.2216145694255828,0.8224446773529053
1,3,0.294200450181961,0.4739712178707123,,,0.2897873818874359,0.4665721654891968,,,0.2756941616535187,0.4724333882331848,0.2851891815662384,0.5230233669281006,0.262937843799591,0.5230047106742859,,,0.2473830282688141,0.5919128656387329,,,0.2528154551982879,0.6513850688934326,0.2766699492931366,0.6432502865791321,0.2569525837898254,0.6463239789009094,0.2930178940296173,0.715133011341095,0.2516192495822906,0.7366630434989929,0.2861915528774261,0.798829972743988,0.2218504399061203,0.8207741975784302
1,3,0.2931587994098663,0.4727235436439514,,,0.288822203874588,0.4651277363300323,,,0.2745173275470733,0.4699093997478485,0.2830278277397156,0.5192004442214966,0.2608295083045959,0.5195714831352234,,,0.244556114077568,0.5889069437980652,,,0.2541282474994659,0.6452986001968384,0.2753106653690338,0.6394097208976746,0.2563304007053375,0.64299076795578,0.2903011441230774,0.710727334022522,0.2500216662883758,0.732546865940094,0.2796893119812011,0.7929255962371826,0.2209952771663665,0.8202850818634033
1,3,0.2920070588588714,0.4707584381103515,,,0.2876771092414856,0.4629448056221008,,,0.2734632492065429,0.4665414094924927,0.2830837368965149,0.5173884034156799,0.2584125697612762,0.5150326490402222,,,0.2419593334197998,0.5847765207290649,,,0.2532093524932861,0.6377939581871033,0.2751305997371673,0.640275239944458,0.2550111711025238,0.643462598323822,0.2915354669094085,0.7067979574203491,0.2495398074388504,0.731727123260498,0.2729626297950744,0.7932083606719971,0.2196541428565979,0.8197813630104065
1,3,0.2931604981422424,0.4696798920631408,,,0.2890354990959167,0.4615460932254791,,,0.2741899192333221,0.4653660953044891,0.2837558686733246,0.5172513127326965,0.2591036856174469,0.5152367353439331,,,0.2411121875047683,0.5814433097839355,,,0.2535846531391144,0.6350422501564026,0.2740144431591034,0.6375317573547363,0.2535781264305115,0.640609085559845,0.2879726588726043,0.7055574655532837,0.2456420063972473,0.7332522869110107,0.2686982452869415,0.787996768951416,0.2204940915107727,0.8160837888717651
1,3,0.2934108078479767,0.4690965712070465,,,0.2892141342163086,0.4610548317432403,,,0.2742835283279419,0.4650173485279083,0.2844263017177582,0.5159513354301453,0.2590427994728088,0.5141903162002563,,,0.240245833992958,0.5801172256469727,,,0.2531738877296448,0.6339858770370483,0.2747454941272735,0.635549008846283,0.2540677785873413,0.6384552717208862,0.286975234746933,0.7056717276573181,0.2460067421197891,0.7314000725746155,0.2656948566436767,0.7879984378814697,0.219692662358284,0.815477192401886
1,3,0.293226420879364,0.4702616333961487,,,0.2890554666519165,0.4621061682701111,,,0.2742327749729156,0.4654783606529236,0.284553974866867,0.5168148279190063,0.2591170966625213,0.5142510533332825,,,0.2405176162719726,0.5806639790534973,,,0.2529926896095276,0.6345009207725525,0.2745639383792877,0.637021541595459,0.2540664970874786,0.638953685760498,0.2861097455024719,0.7108166813850403,0.2471399754285812,0.7321470975875854,0.2626801431179046,0.790360152721405,0.2189052700996399,0.8162350058555603
